,Observation ID,Camera,Exposure Identifier,Exposure Time,l,b,Target,Target Type
1181,0113050601,MOS2,S002,13.9,332.4,-0.4,1E 1613-5055,ISOLATED NEUTRON STAR
1182,0153190101,MOS2,U002,16.1,353.8,7.3,X1658-298,LMXRB BURSTER ECLIPSING DIPPER
1183,0065820501,MOS1,S007,9.6,31.6,5.3,Serpens exposure 1,STAR FORMING REGION
1184,0741891101,MOS1,S002,22.1,29.1,8.6,NPS 11,X-RAY BACKGROUND
1185,0741891101,PN,S001,14.9,29.1,8.6,NPS 11,X-RAY BACKGROUND
1186,0302970601,PN,U002,3.6,30.3,-0.5,SB-1,CLOUD
1187,0673720401,MOS1,S006,16.1,22.2,-0.2,XGPS-3,STAR B0
1188,0673720401,MOS2,S007,16.5,22.2,-0.2,XGPS-3,STAR B0
1189,0728370801,MOS2,S003,16.9,28.1,-0.7,IGR J18450-0435,HMXRB SUPERGIANT BURSTER
1190,0722550301,MOS2,S002,23.3,327.2,-17.8,Swift J1741.5-6548,LMXRB X-RAY PULSAR SOFT TRANSIENT
1191,0201730101,PN,S003,7.6,36.1,8.3,NGC 6633,OPEN STAR CLUSTER
1192,0762920401,MOS1,S001,12.5,17.6,-39.8,ESO 464-G016,SEYFERT RADIO QUIET TYPE 2
1193,0722160701,MOS1,S003,13.8,13.0,-35.4,ASASSN-15oi,SUPERMASSIVE BLACK HOLE
1194,0654480101,MOS1,S001,8.5,22.5,-0.1,G22.7-0.2-Q3,SUPERNOVA TYPE II
1195,0724690501,PN,S003,18.2,39.6,-6.1,HD 182640,STAR F0V
1196,0306290101,MOS1,S009,24.5,33.2,12.4,V426 Oph,CV INTERMEDIATE POLAR
1197,0691250401,PN,S003,7.4,332.2,-21.8,AM 1827-625,STARBURST GALAXY
1198,0720173501,MOS1,S001,29.5,38.3,-7.3,CoRoT 2a,STAR G7V
1199,0720173501,MOS2,S002,30.2,38.3,-7.3,CoRoT 2a,STAR G7V
1200,0720173501,PN,U002,19.4,38.3,-7.3,CoRoT 2a,STAR G7V
1201,0017740501,MOS1,S007,18.4,33.1,-0.0,Galactic Ridge 1,EXTENDED GALACTIC OR EXTRAGALACTIC
1202,0017740501,MOS2,S008,18.9,33.1,-0.0,Galactic Ridge 1,EXTENDED GALACTIC OR EXTRAGALACTIC
1203,0017740501,PN,S009,15.5,33.1,-0.0,Galactic Ridge 1,EXTENDED GALACTIC OR EXTRAGALACTIC
1204,0306660101,MOS2,S002,10.1,327.6,14.4,SN 1006 SE,SNR SHELL RADIO PULSAR
1205,0306660101,PN,S003,3.2,327.6,14.4,SN 1006 SE,SNR SHELL RADIO PULSAR
1206,0302560301,PN,S003,12.2,23.2,-0.3,HESS J1834-087,UNIDENTIFIED
1207,0652760201,MOS1,S001,18.2,31.7,-0.8,CI Aql,CV RECURRENT NOVA
1208,0652760201,PN,S003,13.3,31.7,-0.8,CI Aql,CV RECURRENT NOVA
1209,0085180501,PN,S003,10.8,35.7,-4.1,Aql X-1,UNCLASSIFIED
1210,0202890101,MOS2,S002,7.9,352.1,32.5,HP LIB,CV AM HER (POLAR)
1211,0722250201,MOS2,S002,10.1,37.8,1.2,2FGL J1856.2+0450c,GAMMA RAY SOURCE PULSAR
1212,0722160501,PN,S001,8.8,13.0,-35.4,ASASSN-15oi,SUPERMASSIVE BLACK HOLE
